channel,n_subjects,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,precision_macro_mean,precision_macro_std,kappa_mean,kappa_std
P3,11,52.25863991081382,10.376714764451735,51.76292617935494,10.422155771371127,53.471669283886534,10.846259103215768,0.28387144310725937,0.15564973875614205
P4,11,54.46802472889429,10.672211088711183,53.93177317915495,11.291866797672743,55.98829635711861,10.861729037094106,0.3169928391486323,0.1601089505334274
P5,11,49.31884057971014,10.969010177831777,48.09081724320061,12.49652023596569,50.30986800654663,10.105171752097467,0.23975779650206455,0.16452871300000804
P6,11,53.802979629066584,10.977685779921668,52.47838409622454,12.94840109140912,55.67865375863007,9.604609415193574,0.30703474535935266,0.16466888786069347
P7,11,50.74470457079152,10.214239439509615,49.89700154028468,10.924493619860241,52.21108211243411,10.56206394991853,0.2611631170836111,0.1532086469118237
P8,11,52.71217188608494,10.495318782079648,52.39046802169959,10.547209564333683,53.23233377174922,10.07658250222585,0.2906681333032276,0.15743329099884631
POz,11,51.560656734569775,11.950285225523242,49.595835803567276,14.85933725097033,53.3428415529837,10.917118794783685,0.2733588860598734,0.17926029337238947
PO3,11,52.77379142596534,10.42059476132737,52.012727524905166,10.887794627531255,54.420639016285946,10.125269113356632,0.29158062429044035,0.15630708480839303
PO4,11,50.95327860545251,10.785948410547046,50.12976625963319,11.258330071052876,51.57658420297161,10.917831196167738,0.26424873313389097,0.1618133142019645
PO5,11,51.108746326137634,9.634351763464837,50.356638473644054,9.835022588470078,51.741824155027196,9.942146090431617,0.2666409189274097,0.14452310582243738
PO6,11,51.529137529137536,10.964427420810495,50.544128763644245,11.89168496606532,52.266367172642425,10.779683339273793,0.2729078945962979,0.16448073628159973
PO7,11,51.411269889530764,10.218408105260377,51.07857651593278,10.12236451246337,52.119062487156754,10.397914539750337,0.2711429177463018,0.15326136410145522
PO8,11,50.34873821830344,11.095204014304196,49.23299797958858,12.063311628647439,51.49858975242736,11.151321147844605,0.25520444131124426,0.16642691164912127
Oz,11,46.46934225195095,11.24261517779847,44.33484425969038,13.94691486235866,48.403382307915294,11.402103542977905,0.1970241297293339,0.1686358756014134
O1,11,49.28863889733455,10.001782394763568,48.607633652476835,10.169449782914008,49.79310380765526,10.551225244655187,0.23932559906157572,0.15002545380802393
O2,11,49.802878281139144,9.550196060762898,49.3082767031234,9.850553300005906,50.36278867338181,9.457185228783867,0.247007722007722,0.14325411532669835
