evaluation_setting,manuscript_table,dataset,subject,primary,baseline,primary_accuracy,baseline_accuracy,difference_primary_minus_baseline,calibration_trial_ids_sha256,test_trial_ids_sha256
strict_svm,Tables II-III,atten_nback,VP020,SingLEM,CodeBrain,0.8888888888888888,0.7962962962962963,0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP021,SingLEM,CodeBrain,0.8240740740740741,0.8888888888888888,-0.064814814815,,
strict_svm,Tables II-III,atten_nback,VP022,SingLEM,CodeBrain,0.8888888888888888,0.8888888888888888,0.0,,
strict_svm,Tables II-III,atten_nback,VP023,SingLEM,CodeBrain,0.8796296296296297,0.7962962962962963,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP024,SingLEM,CodeBrain,0.7407407407407407,0.7685185185185185,-0.027777777778,,
strict_svm,Tables II-III,atten_nback,VP025,SingLEM,CodeBrain,0.9444444444444444,0.8611111111111112,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP026,SingLEM,CodeBrain,0.8425925925925926,0.8055555555555556,0.037037037037,,
strict_svm,Tables II-III,atten_nback,VP001,SingLEM,CSBrain,0.7129629629629629,0.6296296296296297,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP002,SingLEM,CSBrain,0.8240740740740741,0.7407407407407407,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP003,SingLEM,CSBrain,0.8981481481481481,0.8425925925925926,0.055555555556,,
strict_svm,Tables II-III,atten_nback,VP004,SingLEM,CSBrain,0.5,0.6111111111111112,-0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP005,SingLEM,CSBrain,0.8425925925925926,0.7592592592592593,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP006,SingLEM,CSBrain,0.8703703703703703,0.8055555555555556,0.064814814815,,
strict_svm,Tables II-III,atten_nback,VP007,SingLEM,CSBrain,0.9166666666666666,0.75,0.166666666667,,
strict_svm,Tables II-III,atten_nback,VP008,SingLEM,CSBrain,0.9629629629629629,0.9444444444444444,0.018518518519,,
strict_svm,Tables II-III,atten_nback,VP009,SingLEM,CSBrain,0.8981481481481481,0.8888888888888888,0.009259259259,,
strict_svm,Tables II-III,atten_nback,VP010,SingLEM,CSBrain,0.7777777777777778,0.7037037037037037,0.074074074074,,
strict_svm,Tables II-III,atten_nback,VP011,SingLEM,CSBrain,0.7407407407407407,0.6481481481481481,0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP012,SingLEM,CSBrain,0.9444444444444444,0.8148148148148148,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP013,SingLEM,CSBrain,0.8518518518518519,0.9259259259259259,-0.074074074074,,
strict_svm,Tables II-III,atten_nback,VP014,SingLEM,CSBrain,0.8888888888888888,0.9166666666666666,-0.027777777778,,
strict_svm,Tables II-III,atten_nback,VP015,SingLEM,CSBrain,0.8240740740740741,0.7685185185185185,0.055555555556,,
strict_svm,Tables II-III,atten_nback,VP016,SingLEM,CSBrain,0.8333333333333334,0.8425925925925926,-0.009259259259,,
strict_svm,Tables II-III,atten_nback,VP017,SingLEM,CSBrain,0.8796296296296297,0.7685185185185185,0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP018,SingLEM,CSBrain,0.8333333333333334,0.7777777777777778,0.055555555556,,
strict_svm,Tables II-III,atten_nback,VP019,SingLEM,CSBrain,0.8703703703703703,0.7962962962962963,0.074074074074,,
strict_svm,Tables II-III,atten_nback,VP020,SingLEM,CSBrain,0.8888888888888888,0.7870370370370371,0.101851851852,,
strict_svm,Tables II-III,atten_nback,VP021,SingLEM,CSBrain,0.8240740740740741,0.7777777777777778,0.046296296296,,
strict_svm,Tables II-III,atten_nback,VP022,SingLEM,CSBrain,0.8888888888888888,0.7777777777777778,0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP023,SingLEM,CSBrain,0.8796296296296297,0.7314814814814815,0.148148148148,,
strict_svm,Tables II-III,atten_nback,VP024,SingLEM,CSBrain,0.7407407407407407,0.7407407407407407,0.0,,
strict_svm,Tables II-III,atten_nback,VP025,SingLEM,CSBrain,0.9444444444444444,0.8333333333333334,0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP026,SingLEM,CSBrain,0.8425925925925926,0.7314814814814815,0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP001,SingLEM,LUNA,0.7129629629629629,0.7592592592592593,-0.046296296296,,
strict_svm,Tables II-III,atten_nback,VP002,SingLEM,LUNA,0.8240740740740741,0.75,0.074074074074,,
strict_svm,Tables II-III,atten_nback,VP003,SingLEM,LUNA,0.8981481481481481,0.8148148148148148,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP004,SingLEM,LUNA,0.5,0.49074074074074076,0.009259259259,,
strict_svm,Tables II-III,atten_nback,VP005,SingLEM,LUNA,0.8425925925925926,0.7129629629629629,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP006,SingLEM,LUNA,0.8703703703703703,0.6944444444444444,0.175925925926,,
strict_svm,Tables II-III,atten_nback,VP007,SingLEM,LUNA,0.9166666666666666,0.6111111111111112,0.305555555556,,
strict_svm,Tables II-III,atten_nback,VP008,SingLEM,LUNA,0.9629629629629629,0.8425925925925926,0.12037037037,,
strict_svm,Tables II-III,atten_nback,VP009,SingLEM,LUNA,0.8981481481481481,0.8148148148148148,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP010,SingLEM,LUNA,0.7777777777777778,0.6481481481481481,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP011,SingLEM,LUNA,0.7407407407407407,0.6111111111111112,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP012,SingLEM,LUNA,0.9444444444444444,0.5092592592592593,0.435185185185,,
strict_svm,Tables II-III,atten_nback,VP013,SingLEM,LUNA,0.8518518518518519,0.6111111111111112,0.240740740741,,
strict_svm,Tables II-III,atten_nback,VP014,SingLEM,LUNA,0.8888888888888888,0.7962962962962963,0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP015,SingLEM,LUNA,0.8240740740740741,0.6296296296296297,0.194444444444,,
strict_svm,Tables II-III,atten_nback,VP016,SingLEM,LUNA,0.8333333333333334,0.5925925925925926,0.240740740741,,
strict_svm,Tables II-III,atten_nback,VP017,SingLEM,LUNA,0.8796296296296297,0.7870370370370371,0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP018,SingLEM,LUNA,0.8333333333333334,0.6481481481481481,0.185185185185,,
strict_svm,Tables II-III,atten_nback,VP019,SingLEM,LUNA,0.8703703703703703,0.8055555555555556,0.064814814815,,
strict_svm,Tables II-III,atten_nback,VP020,SingLEM,LUNA,0.8888888888888888,0.7777777777777778,0.111111111111,,
strict_svm,Tables II-III,atten_nback,VP021,SingLEM,LUNA,0.8240740740740741,0.7037037037037037,0.12037037037,,
strict_svm,Tables II-III,atten_nback,VP022,SingLEM,LUNA,0.8888888888888888,0.6481481481481481,0.240740740741,,
strict_svm,Tables II-III,atten_nback,VP023,SingLEM,LUNA,0.8796296296296297,0.6481481481481481,0.231481481481,,
strict_svm,Tables II-III,atten_nback,VP024,SingLEM,LUNA,0.7407407407407407,0.6574074074074074,0.083333333333,,
strict_svm,Tables II-III,atten_nback,VP025,SingLEM,LUNA,0.9444444444444444,0.7962962962962963,0.148148148148,,
strict_svm,Tables II-III,atten_nback,VP026,SingLEM,LUNA,0.8425925925925926,0.6759259259259259,0.166666666667,,
strict_svm,Tables II-III,atten_nback,VP001,SingLEM,CSP,0.7129629629629629,0.5833333333333334,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP002,SingLEM,CSP,0.8240740740740741,0.6666666666666666,0.157407407407,,
strict_svm,Tables II-III,atten_nback,VP003,SingLEM,CSP,0.8981481481481481,0.6203703703703703,0.277777777778,,
strict_svm,Tables II-III,atten_nback,VP004,SingLEM,CSP,0.5,0.6481481481481481,-0.148148148148,,
strict_svm,Tables II-III,atten_nback,VP005,SingLEM,CSP,0.8425925925925926,0.5,0.342592592593,,
strict_svm,Tables II-III,atten_nback,VP006,SingLEM,CSP,0.8703703703703703,0.5462962962962963,0.324074074074,,
strict_svm,Tables II-III,atten_nback,VP007,SingLEM,CSP,0.9166666666666666,0.3888888888888889,0.527777777778,,
strict_svm,Tables II-III,atten_nback,VP008,SingLEM,CSP,0.9629629629629629,0.5370370370370371,0.425925925926,,
strict_svm,Tables II-III,atten_nback,VP009,SingLEM,CSP,0.8981481481481481,0.5462962962962963,0.351851851852,,
strict_svm,Tables II-III,atten_nback,VP010,SingLEM,CSP,0.7777777777777778,0.5277777777777778,0.25,,
strict_svm,Tables II-III,atten_nback,VP011,SingLEM,CSP,0.7407407407407407,0.5462962962962963,0.194444444444,,
strict_svm,Tables II-III,atten_nback,VP012,SingLEM,CSP,0.9444444444444444,0.6759259259259259,0.268518518519,,
strict_svm,Tables II-III,atten_nback,VP013,SingLEM,CSP,0.8518518518518519,0.6574074074074074,0.194444444444,,
strict_svm,Tables II-III,atten_nback,VP014,SingLEM,CSP,0.8888888888888888,0.6018518518518519,0.287037037037,,
strict_svm,Tables II-III,atten_nback,VP015,SingLEM,CSP,0.8240740740740741,0.5277777777777778,0.296296296296,,
strict_svm,Tables II-III,atten_nback,VP016,SingLEM,CSP,0.8333333333333334,0.6481481481481481,0.185185185185,,
strict_svm,Tables II-III,atten_nback,VP017,SingLEM,CSP,0.8796296296296297,0.7870370370370371,0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP018,SingLEM,CSP,0.8333333333333334,0.5185185185185185,0.314814814815,,
strict_svm,Tables II-III,atten_nback,VP019,SingLEM,CSP,0.8703703703703703,0.7037037037037037,0.166666666667,,
strict_svm,Tables II-III,atten_nback,VP020,SingLEM,CSP,0.8888888888888888,0.5185185185185185,0.37037037037,,
strict_svm,Tables II-III,atten_nback,VP021,SingLEM,CSP,0.8240740740740741,0.48148148148148145,0.342592592593,,
strict_svm,Tables II-III,atten_nback,VP022,SingLEM,CSP,0.8888888888888888,0.5185185185185185,0.37037037037,,
strict_svm,Tables II-III,atten_nback,VP023,SingLEM,CSP,0.8796296296296297,0.6388888888888888,0.240740740741,,
strict_svm,Tables II-III,atten_nback,VP024,SingLEM,CSP,0.7407407407407407,0.5370370370370371,0.203703703704,,
strict_svm,Tables II-III,atten_nback,VP025,SingLEM,CSP,0.9444444444444444,0.5925925925925926,0.351851851852,,
strict_svm,Tables II-III,atten_nback,VP026,SingLEM,CSP,0.8425925925925926,0.6574074074074074,0.185185185185,,
strict_svm,Tables II-III,atten_nback,VP001,SingLEM,Welch PSD,0.7129629629629629,0.7592592592592593,-0.046296296296,,
strict_svm,Tables II-III,atten_nback,VP002,SingLEM,Welch PSD,0.8240740740740741,0.6759259259259259,0.148148148148,,
strict_svm,Tables II-III,atten_nback,VP003,SingLEM,Welch PSD,0.8981481481481481,0.6944444444444444,0.203703703704,,
strict_svm,Tables II-III,atten_nback,VP004,SingLEM,Welch PSD,0.5,0.5925925925925926,-0.092592592593,,
strict_svm,Tables II-III,atten_nback,VP005,SingLEM,Welch PSD,0.8425925925925926,0.7685185185185185,0.074074074074,,
strict_svm,Tables II-III,atten_nback,VP006,SingLEM,Welch PSD,0.8703703703703703,0.5648148148148148,0.305555555556,,
strict_svm,Tables II-III,atten_nback,VP007,SingLEM,Welch PSD,0.9166666666666666,0.5092592592592593,0.407407407407,,
strict_svm,Tables II-III,atten_nback,VP008,SingLEM,Welch PSD,0.9629629629629629,0.6018518518518519,0.361111111111,,
strict_svm,Tables II-III,atten_nback,VP009,SingLEM,Welch PSD,0.8981481481481481,0.7407407407407407,0.157407407407,,
strict_svm,Tables II-III,atten_nback,VP010,SingLEM,Welch PSD,0.7777777777777778,0.7129629629629629,0.064814814815,,
strict_svm,Tables II-III,atten_nback,VP011,SingLEM,Welch PSD,0.7407407407407407,0.49074074074074076,0.25,,
strict_svm,Tables II-III,atten_nback,VP012,SingLEM,Welch PSD,0.9444444444444444,0.7314814814814815,0.212962962963,,
strict_svm,Tables II-III,atten_nback,VP013,SingLEM,Welch PSD,0.8518518518518519,0.7222222222222222,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP014,SingLEM,Welch PSD,0.8888888888888888,0.6296296296296297,0.259259259259,,
strict_svm,Tables II-III,atten_nback,VP015,SingLEM,Welch PSD,0.8240740740740741,0.5648148148148148,0.259259259259,,
strict_svm,Tables II-III,atten_nback,VP016,SingLEM,Welch PSD,0.8333333333333334,0.5370370370370371,0.296296296296,,
strict_svm,Tables II-III,atten_nback,VP017,SingLEM,Welch PSD,0.8796296296296297,0.7777777777777778,0.101851851852,,
strict_svm,Tables II-III,atten_nback,VP018,SingLEM,Welch PSD,0.8333333333333334,0.5833333333333334,0.25,,
strict_svm,Tables II-III,atten_nback,VP019,SingLEM,Welch PSD,0.8703703703703703,0.6203703703703703,0.25,,
strict_svm,Tables II-III,atten_nback,VP020,SingLEM,Welch PSD,0.8888888888888888,0.7129629629629629,0.175925925926,,
strict_svm,Tables II-III,atten_nback,VP021,SingLEM,Welch PSD,0.8240740740740741,0.6111111111111112,0.212962962963,,
strict_svm,Tables II-III,atten_nback,VP022,SingLEM,Welch PSD,0.8888888888888888,0.7592592592592593,0.12962962963,,
strict_svm,Tables II-III,atten_nback,VP023,SingLEM,Welch PSD,0.8796296296296297,0.6944444444444444,0.185185185185,,
strict_svm,Tables II-III,atten_nback,VP024,SingLEM,Welch PSD,0.7407407407407407,0.6388888888888888,0.101851851852,,
strict_svm,Tables II-III,atten_nback,VP025,SingLEM,Welch PSD,0.9444444444444444,0.6203703703703703,0.324074074074,,
strict_svm,Tables II-III,atten_nback,VP026,SingLEM,Welch PSD,0.8425925925925926,0.5277777777777778,0.314814814815,,
strict_svm,Tables II-III,atten_dsr,VP001,SingLEM,BENDR,0.6666666666666666,0.5833333333333334,0.083333333333,,
strict_svm,Tables II-III,atten_dsr,VP002,SingLEM,BENDR,0.7222222222222222,0.5277777777777778,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP003,SingLEM,BENDR,0.9027777777777778,0.6111111111111112,0.291666666667,,
strict_svm,Tables II-III,atten_dsr,VP004,SingLEM,BENDR,0.8055555555555556,0.6388888888888888,0.166666666667,,
strict_svm,Tables II-III,atten_dsr,VP005,SingLEM,BENDR,0.7916666666666666,0.5972222222222222,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP006,SingLEM,BENDR,0.8055555555555556,0.5555555555555556,0.25,,
strict_svm,Tables II-III,atten_dsr,VP007,SingLEM,BENDR,0.8888888888888888,0.5,0.388888888889,,
strict_svm,Tables II-III,atten_dsr,VP008,SingLEM,BENDR,0.9444444444444444,0.7222222222222222,0.222222222222,,
strict_svm,Tables II-III,atten_dsr,VP009,SingLEM,BENDR,0.9305555555555556,0.5277777777777778,0.402777777778,,
strict_svm,Tables II-III,atten_dsr,VP010,SingLEM,BENDR,0.7916666666666666,0.5833333333333334,0.208333333333,,
strict_svm,Tables II-III,atten_dsr,VP011,SingLEM,BENDR,0.7361111111111112,0.5416666666666666,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP012,SingLEM,BENDR,1.0,0.7083333333333334,0.291666666667,,
strict_svm,Tables II-III,atten_dsr,VP013,SingLEM,BENDR,0.8888888888888888,0.5972222222222222,0.291666666667,,
strict_svm,Tables II-III,atten_dsr,VP014,SingLEM,BENDR,0.9722222222222222,0.7222222222222222,0.25,,
strict_svm,Tables II-III,atten_dsr,VP015,SingLEM,BENDR,0.875,0.6666666666666666,0.208333333333,,
strict_svm,Tables II-III,atten_dsr,VP016,SingLEM,BENDR,0.9722222222222222,0.6111111111111112,0.361111111111,,
strict_svm,Tables II-III,atten_dsr,VP017,SingLEM,BENDR,0.7916666666666666,0.5694444444444444,0.222222222222,,
strict_svm,Tables II-III,atten_dsr,VP018,SingLEM,BENDR,0.8888888888888888,0.5277777777777778,0.361111111111,,
strict_svm,Tables II-III,atten_dsr,VP019,SingLEM,BENDR,0.8888888888888888,0.4722222222222222,0.416666666667,,
strict_svm,Tables II-III,atten_dsr,VP020,SingLEM,BENDR,0.8333333333333334,0.5416666666666666,0.291666666667,,
strict_svm,Tables II-III,atten_dsr,VP021,SingLEM,BENDR,0.9444444444444444,0.625,0.319444444444,,
strict_svm,Tables II-III,atten_dsr,VP022,SingLEM,BENDR,0.8611111111111112,0.5,0.361111111111,,
strict_svm,Tables II-III,atten_dsr,VP023,SingLEM,BENDR,0.8055555555555556,0.5833333333333334,0.222222222222,,
strict_svm,Tables II-III,atten_dsr,VP024,SingLEM,BENDR,0.7638888888888888,0.5694444444444444,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP025,SingLEM,BENDR,0.9861111111111112,0.7222222222222222,0.263888888889,,
strict_svm,Tables II-III,atten_dsr,VP026,SingLEM,BENDR,0.8194444444444444,0.6944444444444444,0.125,,
strict_svm,Tables II-III,atten_dsr,VP001,SingLEM,BIOT,0.6666666666666666,0.5694444444444444,0.097222222222,,
strict_svm,Tables II-III,atten_dsr,VP002,SingLEM,BIOT,0.7222222222222222,0.5555555555555556,0.166666666667,,
strict_svm,Tables II-III,atten_dsr,VP003,SingLEM,BIOT,0.9027777777777778,0.5277777777777778,0.375,,
strict_svm,Tables II-III,atten_dsr,VP004,SingLEM,BIOT,0.8055555555555556,0.6944444444444444,0.111111111111,,
strict_svm,Tables II-III,atten_dsr,VP005,SingLEM,BIOT,0.7916666666666666,0.4305555555555556,0.361111111111,,
strict_svm,Tables II-III,atten_dsr,VP006,SingLEM,BIOT,0.8055555555555556,0.7361111111111112,0.069444444444,,
strict_svm,Tables II-III,atten_dsr,VP007,SingLEM,BIOT,0.8888888888888888,0.5833333333333334,0.305555555556,,
strict_svm,Tables II-III,atten_dsr,VP008,SingLEM,BIOT,0.9444444444444444,0.7222222222222222,0.222222222222,,
strict_svm,Tables II-III,atten_dsr,VP009,SingLEM,BIOT,0.9305555555555556,0.5555555555555556,0.375,,
strict_svm,Tables II-III,atten_dsr,VP010,SingLEM,BIOT,0.7916666666666666,0.5833333333333334,0.208333333333,,
strict_svm,Tables II-III,atten_dsr,VP011,SingLEM,BIOT,0.7361111111111112,0.5416666666666666,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP012,SingLEM,BIOT,1.0,0.6944444444444444,0.305555555556,,
strict_svm,Tables II-III,atten_dsr,VP013,SingLEM,BIOT,0.8888888888888888,0.625,0.263888888889,,
strict_svm,Tables II-III,atten_dsr,VP014,SingLEM,BIOT,0.9722222222222222,0.7361111111111112,0.236111111111,,
strict_svm,Tables II-III,atten_dsr,VP015,SingLEM,BIOT,0.875,0.6805555555555556,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP016,SingLEM,BIOT,0.9722222222222222,0.5972222222222222,0.375,,
strict_svm,Tables II-III,atten_dsr,VP017,SingLEM,BIOT,0.7916666666666666,0.5416666666666666,0.25,,
strict_svm,Tables II-III,atten_dsr,VP018,SingLEM,BIOT,0.8888888888888888,0.5138888888888888,0.375,,
strict_svm,Tables II-III,atten_dsr,VP019,SingLEM,BIOT,0.8888888888888888,0.7361111111111112,0.152777777778,,
strict_svm,Tables II-III,atten_dsr,VP020,SingLEM,BIOT,0.8333333333333334,0.5694444444444444,0.263888888889,,
strict_svm,Tables II-III,atten_dsr,VP021,SingLEM,BIOT,0.9444444444444444,0.5138888888888888,0.430555555556,,
strict_svm,Tables II-III,atten_dsr,VP022,SingLEM,BIOT,0.8611111111111112,0.5972222222222222,0.263888888889,,
strict_svm,Tables II-III,atten_dsr,VP023,SingLEM,BIOT,0.8055555555555556,0.5833333333333334,0.222222222222,,
strict_svm,Tables II-III,atten_dsr,VP024,SingLEM,BIOT,0.7638888888888888,0.6944444444444444,0.069444444444,,
strict_svm,Tables II-III,atten_dsr,VP025,SingLEM,BIOT,0.9861111111111112,0.6527777777777778,0.333333333333,,
strict_svm,Tables II-III,atten_dsr,VP026,SingLEM,BIOT,0.8194444444444444,0.8055555555555556,0.013888888889,,
strict_svm,Tables II-III,atten_dsr,VP001,SingLEM,LaBraM,0.6666666666666666,0.625,0.041666666667,,
strict_svm,Tables II-III,atten_dsr,VP002,SingLEM,LaBraM,0.7222222222222222,0.5833333333333334,0.138888888889,,
strict_svm,Tables II-III,atten_dsr,VP003,SingLEM,LaBraM,0.9027777777777778,0.5555555555555556,0.347222222222,,
strict_svm,Tables II-III,atten_dsr,VP004,SingLEM,LaBraM,0.8055555555555556,0.5277777777777778,0.277777777778,,
strict_svm,Tables II-III,atten_dsr,VP005,SingLEM,LaBraM,0.7916666666666666,0.6388888888888888,0.152777777778,,
strict_svm,Tables II-III,atten_dsr,VP006,SingLEM,LaBraM,0.8055555555555556,0.7361111111111112,0.069444444444,,
strict_svm,Tables II-III,atten_dsr,VP007,SingLEM,LaBraM,0.8888888888888888,0.4861111111111111,0.402777777778,,
strict_svm,Tables II-III,atten_dsr,VP008,SingLEM,LaBraM,0.9444444444444444,0.7916666666666666,0.152777777778,,
strict_svm,Tables II-III,atten_dsr,VP009,SingLEM,LaBraM,0.9305555555555556,0.6388888888888888,0.291666666667,,
strict_svm,Tables II-III,atten_dsr,VP010,SingLEM,LaBraM,0.7916666666666666,0.5833333333333334,0.208333333333,,
strict_svm,Tables II-III,atten_dsr,VP011,SingLEM,LaBraM,0.7361111111111112,0.5972222222222222,0.138888888889,,
strict_svm,Tables II-III,atten_dsr,VP012,SingLEM,LaBraM,1.0,0.9027777777777778,0.097222222222,,
strict_svm,Tables II-III,atten_dsr,VP013,SingLEM,LaBraM,0.8888888888888888,0.8611111111111112,0.027777777778,,
strict_svm,Tables II-III,atten_dsr,VP014,SingLEM,LaBraM,0.9722222222222222,0.8333333333333334,0.138888888889,,
strict_svm,Tables II-III,atten_dsr,VP015,SingLEM,LaBraM,0.875,0.7083333333333334,0.166666666667,,
strict_svm,Tables II-III,atten_dsr,VP016,SingLEM,LaBraM,0.9722222222222222,0.4861111111111111,0.486111111111,,
strict_svm,Tables II-III,atten_dsr,VP017,SingLEM,LaBraM,0.7916666666666666,0.7361111111111112,0.055555555556,,
strict_svm,Tables II-III,atten_dsr,VP018,SingLEM,LaBraM,0.8888888888888888,0.6527777777777778,0.236111111111,,
strict_svm,Tables II-III,atten_dsr,VP019,SingLEM,LaBraM,0.8888888888888888,0.6944444444444444,0.194444444444,,
strict_svm,Tables II-III,atten_dsr,VP020,SingLEM,LaBraM,0.8333333333333334,0.7361111111111112,0.097222222222,,
strict_svm,Tables II-III,atten_dsr,VP021,SingLEM,LaBraM,0.9444444444444444,0.6111111111111112,0.333333333333,,
strict_svm,Tables II-III,atten_dsr,VP022,SingLEM,LaBraM,0.8611111111111112,0.5833333333333334,0.277777777778,,
strict_svm,Tables II-III,atten_dsr,VP023,SingLEM,LaBraM,0.8055555555555556,0.5416666666666666,0.263888888889,,
strict_svm,Tables II-III,atten_dsr,VP024,SingLEM,LaBraM,0.7638888888888888,0.5833333333333334,0.180555555556,,
strict_svm,Tables II-III,atten_dsr,VP025,SingLEM,LaBraM,0.9861111111111112,0.8472222222222222,0.138888888889,,
strict_svm,Tables II-III,atten_dsr,VP026,SingLEM,LaBraM,0.8194444444444444,0.8055555555555556,0.013888888889,,
strict_svm,Tables II-III,atten_dsr,VP001,SingLEM,CBraMod,0.6666666666666666,0.7083333333333334,-0.041666666667,,
strict_svm,Tables II-III,atten_dsr,VP002,SingLEM,CBraMod,0.7222222222222222,0.625,0.097222222222,,
strict_svm,Tables II-III,atten_dsr,VP003,SingLEM,CBraMod,0.9027777777777778,0.75,0.152777777778,,
strict_svm,Tables II-III,atten_dsr,VP004,SingLEM,CBraMod,0.8055555555555556,0.6666666666666666,0.138888888889,,
strict_svm,Tables II-III,atten_dsr,VP005,SingLEM,CBraMod,0.7916666666666666,0.7777777777777778,0.013888888889,,
strict_svm,Tables II-III,atten_dsr,VP006,SingLEM,CBraMod,0.8055555555555556,0.6944444444444444,0.111111111111,,
strict_svm,Tables II-III,atten_dsr,VP007,SingLEM,CBraMod,0.8888888888888888,0.7083333333333334,0.180555555556,,
strict_svm,Tables II-III,atten_dsr,VP008,SingLEM,CBraMod,0.9444444444444444,0.9305555555555556,0.013888888889,,
strict_svm,Tables II-III,atten_dsr,VP009,SingLEM,CBraMod,0.9305555555555556,0.9444444444444444,-0.013888888889,,
strict_svm,Tables II-III,atten_dsr,VP010,SingLEM,CBraMod,0.7916666666666666,0.7083333333333334,0.083333333333,,
strict_svm,Tables II-III,atten_dsr,VP011,SingLEM,CBraMod,0.7361111111111112,0.5972222222222222,0.138888888889,,
